t_s,altitude_m,relative_speed_mps,vertical_speed_mps,mach,aoa_deg,q_pa,pos_x_m,pos_y_m,pos_z_m,vel_x_mps,vel_y_mps,vel_z_mps,quat_x,quat_y,quat_z,quat_w,omega_x_rps,omega_y_rps,omega_z_rps,pitch_cmd,yaw_cmd,roll_cmd,throttle,engine,sas,rcs,force_x_n,force_y_n,force_z_n,moment_x_nm,moment_y_nm,moment_z_nm,accel_x_mps2,accel_y_mps2,accel_z_mps2,control_mode,surface_pitch,surface_yaw,surface_roll,actuator_saturated,target_quat_x,target_quat_y,target_quat_z,target_quat_w
572.566667,129985.056054,3951.701048,458.760382,11.982716,-37.809368,2120.356599,4822008956552.859375,30420141.524856,3264864.687601,-176.146481,54972.939734,-677.737394,0.602148854,0.258928997,-0.332971438,-0.677866177,-7.758508724,4.779553363,5.135505955,0.000000,0.000000,0.000000,0.000000,1,1,1,-2385.456180,-19677.329644,-15321.392918,4307.128124,-17619.116542,3620.873066,0.943395,-2.809046,-2.545776,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.602148854,0.258928997,-0.332971438,-0.677866177
572.575000,129988.878984,3951.683248,458.770963,11.982662,-40.287767,2119.826045,4822008956551.391602,30420599.632492,3264859.039613,-176.138619,54972.916325,-677.758609,0.635676911,0.243404677,-0.327999069,-0.655046288,-7.823333218,4.506876357,5.343407703,0.000000,0.000000,0.000000,0.000000,1,1,1,-4195.944103,-15248.879947,-18322.863436,4204.531197,-18356.377553,1603.245165,0.922706,-3.039276,-2.861184,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.635676911,0.243404677,-0.327999069,-0.655046288
572.583333,129992.701978,3951.664192,458.778415,11.982605,-42.488295,2119.294268,4822008956549.923828,30421057.739917,3264853.391426,-176.130930,54972.890998,-677.782452,0.667969774,0.227758325,-0.323630193,-0.630242830,-7.886939736,4.220799348,5.540963841,0.000000,0.000000,0.000000,0.000000,1,1,1,-5435.103130,-10000.526501,-21019.492548,4159.457831,-18899.888422,-333.084934,0.913369,-3.271895,-3.214075,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.667969774,0.227758325,-0.323630193,-0.630242830
572.591667,129996.525004,3951.643934,458.782440,11.982544,-44.440900,2118.761330,4822008956548.456055,30421515.847115,3264847.743015,-176.123318,54972.863732,-677.809236,0.698910874,0.212022663,-0.319900299,-0.603517837,-7.948690679,3.921754624,5.727361099,0.000000,0.000000,0.000000,0.000000,1,1,1,-6082.089920,-3997.434261,-23214.140548,4172.543754,-19317.318287,-2163.442025,0.909811,-3.508028,-3.603504,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.698910874,0.212022663,-0.319900299,-0.603517837
572.600000,130000.348034,3951.622518,458.782739,11.982479,-46.171878,2118.227283,4822008956546.988281,30421973.954069,3264842.094355,-176.115737,54972.834499,-677.839265,0.728384987,0.196230251,-0.316843238,-0.574942920,-8.007948879,3.610256844,5.901784631,0.000000,0.000000,0.000000,0.000000,1,1,1,-6140.435332,2640.851735,-24721.860232,4233.327931,-19692.378801,-3903.323588,0.905632,-3.748881,-4.025757,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.728384987,0.196230251,-0.316843238,-0.574942920
572.608333,130004.171032,3951.599967,458.779044,11.982411,-47.704159,2117.692160,4822008956545.520508,30422432.060763,3264836.445415,-176.108190,54972.803258,-677.872813,0.756279060,0.180413413,-0.314490817,-0.544599403,-8.064087658,3.286905815,6.063424622,0.000000,0.000000,0.000000,0.000000,1,1,1,-5635.470773,9737.695163,-25385.025822,4317.986186,-20105.213651,-5619.070644,0.894281,-3.994988,-4.473747,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.756279060,0.180413413,-0.314490817,-0.544599403
572.616667,130007.993965,3951.576290,458.771137,11.982339,-49.057704,2117.155972,4822008956544.052734,30422890.167180,3264830.796164,-176.100737,54972.769966,-677.910094,0.782483093,0.164604157,-0.312872387,-0.512578336,-8.116501924,2.952389289,6.211483038,0.000000,0.000000,0.000000,0.000000,1,1,1,-4607.704185,17065.350926,-25090.892804,4390.783130,-20604.826141,-7422.389683,0.870204,-4.245510,-4.937174,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.782483093,0.164604157,-0.312872387,-0.512578336
572.625000,130011.816796,3951.551481,458.758886,11.982264,-50.249929,2116.618720,4822008956542.584961,30423348.273301,3264825.146570,-176.093486,54972.734587,-677.951238,0.806891079,0.148834103,-0.312014423,-0.478980372,-8.164619230,2.607486163,6.345181423,0.000000,0.000000,0.000000,0.000000,1,1,1,-3109.007875,24333.189317,-23792.460386,4431.880711,-21212.051980,-9332.280276,0.830194,-4.497149,-5.400810,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.806891079,0.148834103,-0.312014423,-0.478980372
572.633333,130015.639487,3951.525531,458.742285,11.982186,-51.296162,2116.080398,4822008956541.117188,30423806.379110,3264819.496602,-176.086567,54972.697111,-677.996244,0.829401953,0.133134376,-0.311940130,-0.443915524,-8.207903597,2.253067675,6.463778408,0.000000,0.000000,0.000000,0.000000,1,1,1,-1193.614246,31257.431533,-21512.313885,4416.840706,-21906.572915,-11392.492340,0.773701,-4.745361,-5.850363,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.829401953,0.133134376,-0.311940130,-0.443915524
572.641667,130019.462007,3951.498440,458.721455,11.982104,-52.210096,2115.541012,4822008956539.649414,30424264.484590,3264813.846227,-176.080120,54972.657566,-678.044997,0.849920558,0.117535485,-0.312669070,-0.407502769,-8.245865011,1.890097446,6.566579497,0.000000,0.000000,0.000000,0.000000,1,1,1,1101.560341,37643.304635,-18312.745663,4287.437759,-22545.554228,-13834.730490,0.702106,-4.986681,-6.279967,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.849920558,0.117535485,-0.312669070,-0.407502769
572.650000,130023.284317,3951.470227,458.696572,11.982018,-53.004288,2115.000585,4822008956538.181641,30424722.589724,3264808.195416,-176.074269,54972.616011,-678.097330,0.868358604,0.102067254,-0.314216748,-0.369869499,-8.278076655,1.519635446,6.652935917,0.000000,0.000000,0.000000,0.000000,1,1,1,3735.629807,43299.609601,-14301.404035,4032.649808,-22990.364303,-16664.312538,0.618178,-5.217075,-6.683045,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.868358604,0.102067254,-0.314216748,-0.369869499
572.658333,130027.106388,3951.440928,458.667875,11.981930,-53.690729,2114.459161,4822008956536.714844,30425180.694495,3264802.544140,-176.069118,54972.572535,-678.153022,0.884635577,0.086758680,-0.316594290,-0.331150847,-8.304170129,1.142831052,6.722271052,0.000000,0.000000,0.000000,0.000000,1,1,1,6665.091059,48088.004572,-9607.629533,3657.983900,-23113.697893,-19821.687509,0.524600,-5.433662,-7.056439,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.884635577,0.086758680,-0.316594290,-0.331150847
572.666667,130030.928191,3951.410598,458.635635,11.981838,-54.281584,2113.916803,4822008956535.248047,30425638.798888,3264796.892375,-176.064746,54972.527254,-678.211826,0.898679579,0.071637794,-0.319808174,-0.291488888,-8.323838467,0.760913324,6.774095081,0.000000,0.000000,0.000000,0.000000,1,1,1,9842.173863,51921.689004,-4367.708893,3180.006153,-22819.345420,-23208.150099,0.423155,-5.635029,-7.399894,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.898679579,0.071637794,-0.319808174,-0.291488888
572.675000,130034.749699,3951.379302,458.600131,11.981743,-54.790274,2113.373585,4822008956533.781250,30426096.902891,3264791.240096,-176.061220,54972.480296,-678.273492,0.910428088,0.056731504,-0.323860016,-0.251031716,-8.336839807,0.375177974,6.808016701,0.000000,0.000000,0.000000,0.000000,1,1,1,13214.911468,54757.873336,1284.829003,2620.699543,-22048.375029,-26710.530001,0.314379,-5.821207,-7.715137,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.910428088,0.056731504,-0.323860016,-0.251031716
572.683333,130038.570884,3951.347109,458.561628,11.981645,-55.233248,2112.829583,4822008956532.314453,30426555.006489,3264785.587281,-176.058600,54972.431786,-678.337785,0.919828603,0.042065466,-0.328746432,-0.209932422,-8.343001495,-0.013027734,6.823751672,0.000000,0.000000,0.000000,0.000000,1,1,1,16727.236772,56589.249811,7224.821458,2003.283361,-20776.373759,-30218.605159,0.197443,-5.993513,-8.004911,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.919828603,0.042065466,-0.328746432,-0.209932422
572.691667,130042.391725,3951.314082,458.520363,11.981545,-55.633204,2112.284869,4822008956530.847656,30427013.109671,3264779.933910,-176.056954,54972.381840,-678.404492,0.926839181,0.027663960,-0.334458965,-0.168347969,-8.342224005,-0.402321211,6.821128432,0.000000,0.000000,0.000000,0.000000,1,1,1,20317.123409,57438.185561,13339.061017,1349.768903,-19007.085350,-33635.086170,0.069988,-6.154500,-8.272093,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.926839181,0.027663960,-0.334458965,-0.168347969
572.700000,130046.212203,3951.280270,458.476547,11.981443,-56.025662,2111.739496,4822008956529.380859,30427471.212426,3264774.279965,-176.056371,54972.330552,-678.473426,0.931428844,0.013549796,-0.340984076,-0.126438015,-8.334484054,-0.791301279,6.800091072,0.000000,0.000000,0.000000,0.000000,1,1,1,23910.160051,57356.593419,19530.273951,679.874323,-16766.154455,-36880.931001,-0.072453,-6.308250,-8.518819,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.931428844,0.013549796,-0.340984076,-0.126438015
572.708333,130050.032295,3951.245690,458.430360,11.981338,-56.474032,2111.193487,4822008956527.914062,30427929.314742,3264768.625428,-176.056975,54972.277984,-678.544417,0.933577836,-0.000255755,-0.348303212,-0.084363679,-8.319836452,-1.178565026,6.760699851,0.000000,0.000000,0.000000,0.000000,1,1,1,27402.523321,56436.809013,25724.946135,10.876038,-14097.402945,-39899.790805,-0.238072,-6.461477,-8.745196,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.933577836,-0.000255755,-0.348303212,-0.084363679
572.716667,130053.851983,3951.210308,458.381963,11.981231,-57.109998,2110.646808,4822008956526.447266,30428387.416610,3264762.970284,-176.058959,54972.224138,-678.617293,0.933277743,-0.013733010,-0.356392941,-0.042286290,-8.298414376,-1.562724563,6.703129243,0.000000,0.000000,0.000000,0.000000,1,1,1,30613.559363,54851.057426,31893.353143,-641.643723,-11065.140231,-42667.723898,-0.443446,-6.626940,-8.946281,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.933277743,-0.013733010,-0.356392941,-0.042286290
572.725000,130057.671252,3951.173976,458.331521,11.981121,-58.268562,2110.099298,4822008956524.980469,30428845.518018,3264757.314519,-176.062654,54972.168913,-678.691846,0.930531456,-0.026863882,-0.365225147,-0.000366155,-8.270427870,-1.942423656,6.627663166,0.000000,0.000000,0.000000,0.000000,1,1,1,33123.951926,52996.219187,38112.032390,-1260.687260,-7776.322315,-45227.095631,-0.729255,-6.835447,-9.101707,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.930531456,-0.026863882,-0.365225147,-0.000366155
572.733333,130061.490084,3951.136257,458.279266,11.981006,-61.141080,2109.550491,4822008956523.513672,30429303.618951,3264751.658121,-176.068731,54972.111951,-678.767693,0.925352990,-0.039631858,-0.374767306,0.041238637,-8.236159964,-2.316355227,6.534685848,0.000000,0.000000,0.000000,0.000000,1,1,1,33467.124735,52242.899118,44822.130995,-1811.102879,-4519.044914,-47850.600953,-1.235314,-7.196915,-9.120006,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.925352990,-0.039631858,-0.374767306,0.041238637
572.741667,130065.308473,3951.095643,458.225837,11.980883,-75.049584,2108.998767,4822008956522.045898,30429761.719384,3264746.001091,-176.079026,54972.051977,-678.843693,0.917767157,-0.052021903,-0.384982863,0.082373304,-8.195956890,-2.683287584,6.424659724,0.000000,0.000000,0.000000,0.000000,1,1,1,19311.059936,64793.882402,54008.399611,-2281.093544,-4044.219716,-52780.035245,-2.973811,-8.682807,-8.013294,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.917767157,-0.052021903,-0.384982863,0.082373304
572.750000,130069.126451,3951.040834,458.176826,11.980716,153.136459,2108.431994,4822008956520.578125,30430219.819214,3264740.343503,-176.103807,54971.979620,-678.910471,0.907808856,-0.064019911,-0.395832393,0.122887139,-8.150228126,-3.042253543,6.297985242,0.000000,0.000000,0.000000,0.000000,1,1,1,-59653.829691,222799.226024,-10589.301656,-8455.252633,2957.497397,-113179.379397,-3.924144,-21.138253,6.520189,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.907808856,-0.064019911,-0.395832393,0.122887139
572.758333,130072.944673,3950.856888,458.205843,11.980158,137.136055,2107.727510,4822008956519.110352,30430677.917576,3264734.686369,-176.136509,54971.803468,-678.856136,0.895523998,-0.075596418,-0.407273763,0.162634657,-8.100995485,-3.391678474,6.151587612,0.000000,0.000000,0.000000,0.000000,1,1,1,-37540.507578,185756.929402,-14674.487596,-5496.181991,10404.902841,-103155.533364,-1.690714,-17.285336,5.652659,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.895523998,-0.075596418,-0.407273763,0.162634657
572.766667,130076.763172,3950.705860,458.239086,11.979700,134.419945,2107.058452,4822008956517.642578,30431136.014738,3264729.029627,-176.150598,54971.659424,-678.809030,0.880968241,-0.086744837,-0.419258904,0.201475217,-8.046386374,-3.730373368,5.990845133,0.000000,0.000000,0.000000,0.000000,1,1,1,-24237.245638,181803.109336,-4298.269951,-5513.442338,18085.789065,-102915.006647,-1.196939,-16.786834,5.282018,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.880968241,-0.086744837,-0.419258904,0.201475217
572.775000,130080.581934,3950.559594,458.270848,11.979256,133.765844,2106.394669,4822008956516.174805,30431594.110734,3264723.373252,-176.160572,54971.519534,-678.765013,0.864205521,-0.097455930,-0.431737794,0.239277321,-7.987792974,-4.057413350,5.815894391,0.000000,0.000000,0.000000,0.000000,1,1,1,-12234.087126,181198.400654,7924.320177,-5714.379628,25845.193761,-103649.475901,-0.972340,-16.760858,5.029626,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.864205521,-0.097455930,-0.431737794,0.239277321
572.783333,130084.400946,3950.414029,458.300703,11.978815,133.864938,2105.731816,4822008956514.707031,30432052.205566,3264717.717226,-176.168675,54971.379860,-678.723100,0.845307419,-0.107721081,-0.444658495,0.275917304,-7.925894991,-4.371981022,5.627489670,0.000000,0.000000,0.000000,0.000000,1,1,1,-372.513434,180767.879461,20601.180024,-5940.583605,33678.707356,-104375.673688,-0.843322,-16.907557,4.823567,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.845307419,-0.107721081,-0.444658495,0.275917304
572.791667,130088.220190,3950.267675,458.328519,11.978371,134.362188,2105.068302,4822008956513.239258,30432510.299224,3264712.061535,-176.175703,54971.238963,-678.682903,0.824352341,-0.117532469,-0.457967550,0.311279713,-7.861354078,-4.673357338,5.426480861,0.000000,0.000000,0.000000,0.000000,1,1,1,11687.407829,179689.373704,33259.208940,-6161.407714,41554.378271,-104843.350803,-0.762921,-17.149018,4.642202,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.824352341,-0.117532469,-0.457967550,0.311279713
572.800000,130092.039646,3950.119716,458.354218,11.977922,135.122952,2104.403258,4822008956511.771484,30432968.391691,3264706.406167,-176.182061,54971.096055,-678.644218,0.801424667,-0.126882997,-0.471610425,0.345257607,-7.794838639,-4.960925269,5.213753371,0.000000,0.000000,0.000000,0.000000,1,1,1,24081.472757,177681.535674,45622.924173,-6366.715293,49426.097498,-104962.980134,-0.713097,-17.456804,4.477293,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.801424667,-0.126882997,-0.471610425,0.345257607
572.808333,130095.859301,3949.969583,458.377739,11.977467,136.086017,2103.736079,4822008956510.303711,30433426.482946,3264700.751109,-176.188003,54970.950582,-678.606908,0.776613908,-0.135766181,-0.485531944,0.377752713,-7.727020442,-5.234169351,4.990206012,0.000000,0.000000,0.000000,0.000000,1,1,1,36871.962039,174651.236818,57478.569629,-6550.261373,57234.551188,-104691.839745,-0.685105,-17.818474,4.325671,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.776613908,-0.135766181,-0.485531944,0.377752713
572.816667,130099.679133,3949.816813,458.399033,11.977004,137.220404,2103.066275,4822008956508.834961,30433884.572964,3264695.096352,-176.193712,54970.802094,-678.570860,0.750013882,-0.144176023,-0.499676707,0.408675469,-7.658567331,-5.492673067,4.756737168,0.000000,0.000000,0.000000,0.000000,1,1,1,50086.259845,170592.304693,68636.445706,-6705.302827,64903.932411,-104000.146537,-0.673693,-18.227858,4.186603,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.750013882,-0.144176023,-0.499676707,0.408675469
572.825000,130103.499122,3949.660995,458.418060,11.976531,138.509424,2102.393413,4822008956507.366211,30434342.661715,3264689.441886,-176.199326,54970.650195,-678.535972,0.721721927,-0.152106896,-0.513989484,0.437944931,-7.590135417,-5.736114843,4.514234188,0.000000,0.000000,0.000000,0.000000,1,1,1,63730.315880,165549.096777,78918.887379,-6823.192774,72337.588046,-102859.244221,-0.674974,-18.681457,4.060722,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.721721927,-0.152106896,-0.513989484,0.437944931
572.833333,130107.319253,3949.501745,458.434796,11.976049,139.943795,2101.717088,4822008956505.897461,30434800.749170,3264683.787701,-176.204951,54970.494517,-678.502133,0.691838166,-0.159553443,-0.528415575,0.465488594,-7.522361637,-5.964263060,4.263564730,0.000000,0.000000,0.000000,0.000000,1,1,1,77793.575866,159601.019309,88157.349058,-6893.277573,79414.551682,-101238.931966,-0.685575,-19.176880,3.949461,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.691838166,-0.159553443,-0.528415575,0.465488594
572.841667,130111.139504,3949.338695,458.449237,11.975554,141.518271,2101.036916,4822008956504.428711,30435258.835292,3264678.133791,-176.210664,54970.334709,-678.469220,0.660464826,-0.166510500,-0.542901148,0.491242110,-7.455857083,-6.176970348,4.005569544,0.000000,0.000000,0.000000,0.000000,1,1,1,92250.788706,152854.668720,96193.613783,-6903.731485,85988.703796,-99110.387216,-0.702344,-19.712113,3.854679,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.660464826,-0.166510500,-0.542901148,0.491242110
572.850000,130114.959854,3949.171492,458.461397,11.975047,143.229812,2100.352524,4822008956502.959961,30435716.920046,3264672.480148,-176.216517,54970.170442,-678.437098,0.627705631,-0.172973029,-0.557393521,0.515148945,-7.391201408,-6.374167230,3.741056379,0.000000,0.000000,0.000000,0.000000,1,1,1,107062.936568,145438.825757,102883.028381,-6843.145186,91891.959018,-96453.078127,-0.722316,-20.285188,3.778386,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.627705631,-0.172973029,-0.557393521,0.515148945
572.858333,130118.780288,3948.999791,458.471312,11.974526,145.076465,2099.663554,4822008956501.491211,30436175.003391,3264666.826768,-176.222536,54970.001399,-678.405612,0.593665250,-0.178936090,-0.571841424,0.537159969,-7.328938493,-6.555855111,3.470794752,0.000000,0.000000,0.000000,0.000000,1,1,1,122178.376068,137500.463214,108098.389884,-6702.563589,96942.032042,-93263.909342,-0.742795,-20.894084,3.722521,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.593665250,-0.178936090,-0.571841424,0.537159969
572.866667,130122.600788,3948.823265,458.479039,11.973991,147.056600,2098.969661,4822008956500.022461,30436633.085285,3264661.173647,-176.228726,54969.827281,-678.374591,0.558448829,-0.184394817,-0.586195213,0.557233011,-7.269573517,-6.722098491,3.195511389,0.000000,0.000000,0.000000,0.000000,1,1,1,137534.603133,129201.111471,111733.350128,-6477.510664,100954.077016,-89566.276520,-0.761431,-21.536752,3.688799,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.558448829,-0.184394817,-0.586195213,0.557233011
572.875000,130126.421332,3948.641595,458.484654,11.973440,149.168334,2098.270517,4822008956498.553711,30437091.165683,3264655.520781,-176.235072,54969.647808,-678.343851,0.522161590,-0.189344417,-0.600407046,0.575332379,-7.213571390,-6.873016345,2.915886284,0.000000,0.000000,0.000000,0.000000,1,1,1,153060.500464,120713.455332,113704.519776,-6169.499709,103754.307849,-85416.601950,-0.776244,-22.211206,3.678601,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.522161590,-0.189344417,-0.600407046,0.575332379
572.883333,130130.241908,3948.454479,458.488250,11.972873,151.409043,2097.565806,4822008956497.084961,30437549.244539,3264649.868171,-176.241540,54969.462715,-678.313196,0.484908496,-0.193780177,-0.614431019,0.591428370,-7.161356379,-7.008772676,2.632549477,0.000000,0.000000,0.000000,0.000000,1,1,1,168678.531825,112218.265049,113951.953876,-5786.667124,105193.146381,-80906.630702,-0.785567,-22.915598,3.692901,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.484908496,-0.193780177,-0.614431019,0.591428370
572.891667,130134.062497,3948.261626,458.489932,11.972288,153.774943,2096.855226,4822008956495.616211,30438007.321804,3264644.215818,-176.248087,54969.271752,-678.282421,0.446794003,-0.197697484,-0.628223272,0.605496776,-7.113312631,-7.129566415,2.346078716,0.000000,0.000000,0.000000,0.000000,1,1,1,184306.232947,103901.826021,112438.259287,-5343.430653,105155.759384,-76161.043854,-0.787930,-23.648244,3.732214,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.446794003,-0.197697484,-0.628223272,0.605496776
572.900000,130137.883084,3948.062760,458.489815,11.971685,156.260711,2096.138493,4822008956494.147461,30438465.397426,3264638.563724,-176.254653,54969.074683,-678.251320,0.407921861,-0.201091842,-0.641742054,0.617518391,-7.069785263,-7.235620982,2.056998238,0.000000,0.000000,0.000000,0.000000,1,1,1,199856.531313,95953.981794,109146.977893,-4859.334275,103568.806126,-71331.199949,-0.781925,-24.407583,3.796548,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.407921861,-0.201091842,-0.641742054,0.617518391
572.908333,130141.703658,3947.857615,458.488018,11.971063,158.859161,2095.415331,4822008956492.678711,30438923.471354,3264632.911893,-176.261169,54968.871286,-678.219682,0.368395000,-0.203958910,-0.654947759,0.627478541,-7.031081698,-7.327173849,1.765778820,0.000000,0.000000,0.000000,0.000000,1,1,1,215236.787044,88566.785800,104081.049649,-4357.396539,100403.320688,-66586.544518,-0.766096,-25.192062,3.885368,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.368395000,-0.203958910,-0.654947759,0.627478541
572.916667,130145.524204,3947.645940,458.484660,11.970421,161.560992,2094.685482,4822008956491.209961,30439381.543532,3264627.260332,-176.267553,54968.661352,-678.187304,0.328315469,-0.206294528,-0.667802936,0.635366634,-6.997473018,-7.404466471,1.472839152,0.000000,0.000000,0.000000,0.000000,1,1,1,230346.810090,81933.611148,97262.056823,-3862.298472,95674.455217,-62105.294649,-0.738849,-25.999985,3.997564,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.328315469,-0.206294528,-0.667802936,0.635366634
572.925000,130149.344709,3947.427499,458.479856,11.969759,164.354632,2093.948706,4822008956489.741211,30439839.613904,3264621.609049,-176.273710,54968.444686,-678.153991,0.287784438,-0.208094771,-0.680272267,0.641175737,-6.969195174,-7.467734866,1.178548495,0.000000,0.000000,0.000000,0.000000,1,1,1,245076.353267,76248.439982,88730.692752,-3398.670832,89439.140715,-58065.608811,-0.698426,-26.829337,4.131419,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.287784438,-0.208094771,-0.680272267,0.641175737
572.933333,130153.165162,3947.202078,458.473713,11.969075,167.226198,2093.204782,4822008956488.272461,30440297.682413,3264615.958052,-176.279530,54968.221108,-678.119562,0.246902253,-0.209355999,-0.692322534,0.644902203,-6.946449957,-7.517201033,0.883230485,0.000000,0.000000,0.000000,0.000000,1,1,1,259302.676003,71704.978064,78548.592825,-2989.630267,81792.657298,-54637.900324,-0.642906,-27.677632,4.284598,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.246902253,-0.209355999,-0.692322534,0.644902203
572.941667,130156.985554,3946.969485,458.466329,11.968370,170.159601,2092.453516,4822008956486.803711,30440755.749000,3264610.307354,-176.284888,54967.990461,-678.083857,0.205768541,-0.210074926,-0.703922559,0.646545330,-6.929405715,-7.553065314,0.587167937,0.000000,0.000000,0.000000,0.000000,1,1,1,272888.743079,68495.227879,66801.381247,-2655.616964,72864.824947,-51978.478396,-0.570240,-28.541796,4.454142,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.205768541,-0.210074926,-0.703922559,0.646545330
572.950000,130160.805875,3946.729561,458.457785,11.967642,173.136800,2091.694748,4822008956485.334961,30441213.813605,3264604.656964,-176.289640,54967.752613,-678.046739,0.164482355,-0.210248705,-0.715043132,0.646107078,-6.918197768,-7.575499757,0.290608483,0.000000,0.000000,0.000000,0.000000,1,1,1,285682.512599,66807.203078,53602.559095,-2413.523215,62816.195645,-50224.404577,-0.478311,-29.418099,4.636485,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.164482355,-0.210248705,-0.715043132,0.646107078
572.958333,130164.626115,3946.482180,458.448147,11.966892,176.138199,2090.928356,4822008956483.866211,30441671.876168,3264599.006897,-176.293626,54967.507462,-678.008102,0.123142360,-0.209875016,-0.725656936,0.643591833,-6.912928542,-7.584642480,-0.006229121,0.000000,0.000000,0.000000,0.000000,1,1,1,297517.609179,66821.564519,39097.697657,-2276.073010,51834.347491,-49489.332144,-0.365008,-30.302165,4.827486,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.123142360,-0.209875016,-0.725656936,0.643591833
572.966667,130168.446267,3946.227266,458.437458,11.966119,179.143165,2090.154265,4822008956482.397461,30442129.936626,3264593.357164,-176.296668,54967.254944,-677.967873,0.081847037,-0.208952188,-0.735738453,0.639006240,-6.913667394,-7.580593051,-0.303148122,0.000000,0.000000,0.000000,0.000000,1,1,1,308215.498130,68707.086488,23468.313022,-2251.408519,40130.191319,-49860.103222,-0.228302,-31.189035,5.022486,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.081847037,-0.208952188,-0.735738453,0.639006240
572.975000,130172.266321,3945.964786,458.425742,11.965323,-177.869372,2089.372452,4822008956480.928711,30442587.994918,3264587.707781,-176.298570,54966.995035,-677.926019,0.040694922,-0.207479322,-0.745263875,0.632359084,-6.920450145,-7.563408882,-0.599966444,0.000000,0.000000,0.000000,0.000000,1,1,1,303325.719345,69874.096234,-29288.861164,-2381.369543,14049.320972,-51936.784094,1.107606,-31.616464,1.603510,DIRECT / RAW,0.000000,0.000000,0.000000,0,0.040694922,-0.207479322,-0.745263875,0.632359084
572.983333,130176.086044,3945.705481,458.386027,11.964537,-174.920265,2088.594393,4822008956479.459961,30443046.051014,3264582.058509,-176.289340,54966.731565,-677.912656,-0.000218278,-0.205459020,-0.754211189,0.623660185,-6.933288662,-7.534108818,-0.896545183,0.000000,0.000000,0.000000,0.000000,1,1,1,291261.598239,71687.602761,-44068.528900,-2630.565577,2011.769774,-53167.013413,1.071307,-30.730941,1.295567,DIRECT / RAW,0.000000,0.000000,0.000000,0,-0.000218278,-0.205459020,-0.754211189,0.623660185
572.991667,130179.905437,3945.453950,458.346436,11.963775,-172.029211,2087.824875,4822008956477.991211,30443504.104976,3264576.409326,-176.280412,54966.475474,-677.901860,-0.040793201,-0.202892171,-0.762559220,0.612922603,-6.952153516,-7.491622124,-1.192612097,0.000000,0.000000,0.000000,0.000000,1,1,1,278322.373755,75102.539832,-57365.502083,-2975.686277,-9343.917491,-55361.434111,1.054641,-29.864171,0.999731,DIRECT / RAW,0.000000,0.000000,0.000000,0,-0.040793201,-0.202892171,-0.762559220,0.612922603
